                INSERTION (Open-Addressing)                 
------------------------------------------------------------
LENGTH    LF      START_INSERTIONS    TIME
------------------------------------------------------------
100       0.8     3.4165382385253906e-06
100       0.85    2.5320053100585936e-06
100       0.9     2.6297569274902342e-06
100       0.95    2.605915069580078e-06
1000      0.05    1.2922286987304687e-06
1000      0.1     2.231597900390625e-06
1000      0.15    1.79290771484375e-06
1000      0.2     2.3770332336425783e-06
1000      0.25    2.7489662170410155e-06
1000      0.3     3.2186508178710938e-06
1000      0.35    3.4666061401367185e-06
1000      0.4     3.5047531127929686e-06
1000      0.45    4.57763671875e-06   
1000      0.5     5.91278076171875e-06
1000      0.55    6.0677528381347655e-06
1000      0.6     6.935596466064453e-06
1000      0.65    8.077621459960938e-06
1000      0.7     8.01563262939453e-06
1000      0.75    9.577274322509766e-06
1000      0.8     9.872913360595702e-06
1000      0.85    1.0669231414794922e-05
1000      0.9     1.1608600616455078e-05
1000      0.95    2.3090839385986327e-05
10000     0.05    2.067089080810547e-06
10000     0.1     3.2639503479003905e-06
10000     0.15    4.582405090332031e-06
10000     0.2     6.406307220458985e-06
10000     0.25    5.671977996826172e-06
10000     0.3     5.755424499511719e-06
10000     0.35    1.073598861694336e-05
10000     0.4     1.3337135314941406e-05
10000     0.45    1.2505054473876954e-05
10000     0.5     1.591205596923828e-05
10000     0.55    1.7707347869873046e-05
10000     0.6     1.7762184143066406e-05
10000     0.65    1.9242763519287108e-05
10000     0.7     2.435922622680664e-05
10000     0.75    2.5358200073242187e-05
10000     0.8     2.697467803955078e-05
10000     0.85    3.010988235473633e-05
10000     0.9     3.322362899780273e-05
10000     0.95    3.595352172851563e-05
------------------------------------------------------------

                  MEMORY (Open-Addressing)                  
------------------------------------------------------------
LENGTH    LF      MEMORY           
------------------------------------------------------------
100       0.0     848                                  
100       0.05    848                                  
100       0.1     848                                  
100       0.15    848                                  
100       0.2     848                                  
100       0.25    848                                  
100       0.3     848                                  
100       0.35    848                                  
100       0.4     848                                  
100       0.45    848                                  
100       0.5     848                                  
100       0.55    848                                  
100       0.6     848                                  
100       0.65    848                                  
100       0.7     848                                  
100       0.75    848                                  
100       0.8     848                                  
100       0.85    848                                  
100       0.9     848                                  
100       0.95    848                                  
1000      0.0     8048                                 
1000      0.05    8048                                 
1000      0.1     8048                                 
1000      0.15    8048                                 
1000      0.2     8048                                 
1000      0.25    8048                                 
1000      0.3     8048                                 
1000      0.35    8048                                 
1000      0.4     8048                                 
1000      0.45    8048                                 
1000      0.5     8048                                 
1000      0.55    8048                                 
1000      0.6     8048                                 
1000      0.65    8048                                 
1000      0.7     8048                                 
1000      0.75    8048                                 
1000      0.8     8048                                 
1000      0.85    8048                                 
1000      0.9     8048                                 
1000      0.95    8048                                 
10000     0.0     80048                                
10000     0.05    80048                                
10000     0.1     80048                                
10000     0.15    80048                                
10000     0.2     80048                                
10000     0.25    80048                                
10000     0.3     80048                                
10000     0.35    80048                                
10000     0.4     80048                                
10000     0.45    80048                                
10000     0.5     80048                                
10000     0.55    80048                                
10000     0.6     80048                                
10000     0.65    80048                                
10000     0.7     80048                                
10000     0.75    80048                                
10000     0.8     80048                                
10000     0.85    80048                                
10000     0.9     80048                                
10000     0.95    80048                                
------------------------------------------------------------

